Listing_Date,Seller_Type,Sold_Status,Sold_Date,Listing_Year,Listing_Make,Listing_Model,Mileage,Condition,Price,Listing_Color,VIN,City,State,Listing_Body_Type,Listing_Transmission,Listing_Transmission_Detail,Drivetrain,Listing_Model_Detail,Listing_URL,Listing_Title,Listing_Description
"08-28-2017, 08:14 PM",Private Party,0,, 1997,Porsche,,49000,Used, $64900, BLACK,,,, Cabriolet,Manual, Manual - 6 speed,4WD, 993,https://rennlist.com/forums/showthread.php?t=1022428,RARE 993- C4-CABRIOLET PORSCHE-ONLY 267 MADE-TRIPE BLACK,"74 year old owner. Top has never been down, rear window like new. 100% original with all items except window sticker, including rear child seat attachment. Twisted Turbo wheels. Both seats 8 power. Never red lined, only averaged 1,500 miles per year. Always garaged. Maintained by factory Porsche mechanic. Engine hasn't been touched other than replaced one pulley. One like it just sold for $69k.

Price: $64,900 obo
		"
"07-30-2017, 09:42 PM",Private Party,0,, 1987,Porsche,911,137000,Used, $50000, Diamond Blue Metallic,,Grand Rapids,MI, Coupe,Manual, Manual - 5 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1002267,1987 Porsche 911 Coupe,"Well maintained 911 coupe (non-sunroof) in diamond blue metallic w/numerous updates including Boxster brake calipers w/slotted rotors, Weltmeister adjustable rear spring plates, Sanders Torsion bars, TRG adjustable sway bars, Bilstein shocks w/raised front spindle, Turbo tie rods, Weltmeister strut tower brace, 17-inch Fikse FM5 wheels, SW chip, full B&amp;B exhaust and more. Many records and COA. No leaks. Loads of fun to drive!
		"
"08-08-2017, 02:20 PM",Private Party,0,, 2016,Porsche,Cayman,1500,Used, $105999, Sapphire Blue Metallic,,,, Coupe,Manual, Manual - 6 speed,2WD, Cayman GT4,https://rennlist.com/forums/showthread.php?t=1005789,FS: 2016 Porsche Cayman GT4 Sapphire Blue Metallic LWB,"Hi guys-

For sale is my 2016 Cayman GT4.  Car has 1500 gentle road miles and just had an oil change done at a local dealership at around 1100 miles.  Car has never been tracked.  Kept in a garage and has never seen rain. 

I am the original owner and car was delivered in June of 2016 making this a late production GT4. 

Car was delivered with Michelin Cup 2 tires. 

Car was flat-bedded from the dealership to my detailer where it was paint corrected and XPEL wrapped.  It has a full front covered, side mirrors, rockers, roof, and rear wing are all covered in XPEL PPF.   Side windows and rear hatch window were tinted as well.  Please see pictures of the work being done.  Car has white side markers now which will be included as well as all weather porsche OEM floor mats. 

Car is in immaculate condition overall.  Always hand washed personally and babied.  

I will be posting more picture but please let me know if you're interested. Window sticker included.  Includes Lightweight buckets

Located in New York.
		"
"08-15-2017, 04:13 PM",Private Party,1,"9-7-2017, 21:0", 1987,Porsche,,112750,Used, $34500, Diamond Blue Metallic,,,, Targa,Manual, Manual - 5 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1010224,1987 911 Targa - Cool color combination - TN,"This 1987 911 Carerra Targa with 3.2 engine and G50 transmission runs and handles exceptionally well.  This is the last generation with the original design for the motor, body and suspension and the last generation to be designated 911.  It is an icon in automotive history.   The interior and exterior are original and are in very good condition but both show some of the wear and tear that comes with 112k miles and 30 years of age.  The exterior is Diamond Blue Metallic and the interior is burgundy.  There are no cracks in the dash covering.  I am the sixth owner.  The car was purchased in 2008 and I have put 31k miles on the car.  There have been no accidents in my ownership but the shading of the paint on the driver's door and the rear quarter show there have been two mishaps under its previous owners.  The car tracks true.  The same set of tires have been on the car for 31k miles and the tread wear is even.  The AC was not working when I purchased the car and does not work now.  All the AC parts are there, but there is a leak.   It worked for a few days the last time it was recharged but I never went to the expense to track down the leak.  The radio is aftermarket and was in the car when purchased.  The wheels are the original 6 and 7 inch forged Fuchs.  The rear tires are ready to be replaced.  The engine was rebuilt to replace the rings.  The rebuild was performed at a dealership under a previous owner.  I have that owners name.   I have replaced a vertex muffler and chip with an M&amp;K exhaust and a Steve Wong chip.  It also has a Fabspeed sport cat and will pass the Tennessee emissions test with no modifications.  Other parts that have been replaced are:  Air flow meter, rear calipers and rotors, parking brake shoes, CV boots, steering wheel bushing, wiper switch, urn signal switch, tignition switch, targa headliner, engine compartment sound mat, foot well blower fan, hood and rear deck struts and driver's side window switch.  The car is garaged year round.  Included is the original spare tire, tool kit and air compressor.  This car is an investment and its value will continue to rise for you as it has for me.  Please text 615-785-6590.  Please do not contact with other offers.
		"
"08-22-2017, 12:22 AM",Private Party,0,, 2015,Porsche,Macan,7000,Used, $56995, Dark Blue Metallic,,Bozeman,MT, Coupe,Auto, PDK,2WD, Macan S,https://rennlist.com/forums/showthread.php?t=1013670,2015 Macan S for sale,"For sale a lovely 2015 Macan S, nicely optioned with full leather, air suspension w/PASM, heated steering wheel, walnut interior package, roof rails, trailer hitch, painted side blades, lane change assist, 3 zone climate control, Satellite radio, premium package plus, comfort lighting.  Way too many cars and this one never gets driven.  This is my wife's vehicle but she seems to have adopted my Cayenne-  Vehicle is like new.  Had one very minor bump which required $1500 repair for new rear bumper.
		"
"05-09-2017, 11:46 AM",Private Party,1,"9-7-2017, 21:0", 2014,Porsche,911,40700,Used, $117000, Black,,,TX, Coupe,Auto, PDK,2WD, GT3,https://rennlist.com/forums/showthread.php?t=989458,"2014 Gt3 triple black 119,000$","No accidents. Daily driver. New rear tires, just serviced.
Pulling clear bra and adding new splitter. Car has 2 1/2 years and 59k left on warranty.
Dealer serviced. Had all engine updates done at dealer at 29000 miles.
Believeracing
At
G
Mail
Dot
Com
		"
"08-21-2017, 05:12 PM",Private Party,0,, 2012,Porsche,911,0,Used, $90000, White,,Allen,TX, Coupe,Manual, Manual - 6 speed,2WD, Race Cars,https://rennlist.com/forums/showthread.php?t=1013532,2012 997 GT3 Cup,"Great Deal, Great Cup, needs new home!  Campaigned for 1 season and used sparingly as a track car since.  DME available to interested parties.  Car is in fantastic shape but must go hence the aggressive $90K price.   

Currently being warehoused at RAC Performance in Carrollton, TX.

Contact Tristan Bergen at RAC (214-269-1577) with any questions you may have.

http://www.racperformance.com/2012-P...ton-TX/6250483
		"
"07-06-2017, 10:58 AM",Private Party,0,, 2004,Porsche,911,86500,Used, $40000, Grey,,Richmond VA,, Cabriolet,Manual, Manual - 6 speed,4WD, 996 Turbo,https://rennlist.com/forums/showthread.php?t=998392,"FS: 2004 996TT Cab, 6 speed, Seal Grey w/ black leather","Listing updated 7/18/17

Starting a new project and the toy needs to go. Overall very good condition but has a few minor scratches that were touched up. Mostly things that you dont notice unless you are really looking. 

The car has no known mechanical defects and operates exactly as it should. Convertible top operates as it should.

Front and rear brakes (pads and rotors) were replaced in April 2017 along with oil, front diff fluid, trans fluid. Car comes with FabSpeed exhaust and Cobb Accessport v3. OEM muffler will be included along with OEM wheels that would be perfect for the track. 

Please PM me with questions and offers

Willing to trade (+$$$) for a cheap 944 or boxster project. 

Thanks
-Jerry
		"
"07-29-2017, 04:09 PM",Private Party,0,, 1996,Porsche,,36665,Used, $65000, Black,,,, Coupe,Manual, Manual - 6 speed,2WD, 993,https://rennlist.com/forums/showthread.php?t=1002098,1996 993 C2 Coupe 6 Spd Black 37K NY,"After six years of ownership, my wife and I have decided to offer our 1996 993 C2 6 speed coupe for sale.  We have driven the car 11,000 miles since 2011.  I believe we are the fourth owner.  The car is equipped with Sport Chassis with 18"" hollow spoke wheels, Hardback Sport Seats, Limited Slip Differential and Flared Rocker Panels.  The car is all original, including paint, except for Koni FSD shocks with M033 springs, B&amp;B mufflers, a Perfect Power strut brace and a Clarion head unit.  The following was done during our ownership: plugs, dist caps, dist rotors, belts, grill wall, Walrod frt susp bushings, AC &amp; oil cooler resisters, trans oil change, air, pollen and fuel filters, Continental tires at 30k, odometer gears, suspension upgrade at 31k, wheels refinished at 33k, 2 alignments, 3 brake fluid flushes and 4 oil changes with Mobil 1 15/50.  The brakes and plug wires are original.  I do have service information covering 1998-2009 from the second owner.  There is some chipping to the front bumper cover, hood and windshield.  The driver's side corner of the front bumper cover sustained light damage prior to our ownership.  There is a 3"" scratch next to the bumperette and a 1 1/2"" mark under it.  The scratch has been touch up and polished.  The original shocks and springs and an indoor car cover come with the car.  The car is located in Cortland, NY, 30 miles south of Syracuse.  Clean NY title.  Please message me or call  607-745-6482 for more information.  Jim Brown
		"
"08-22-2017, 03:17 PM",Private Party,0,, 1993,Porsche,,5000,Used, $138888, Polar Silver,WP0AA2968PS820197,Gainesville Florida USA,, Coupe,Manual, Manual - 6 speed,2WD, 968,https://rennlist.com/forums/showthread.php?t=1015476,"968 HMR Turbo, Professionally Built","Totally restored and renovated Porsche 968. Cost to reproduce today exceeds $250,000, but asking $138,888 OBO.  All work professionally executed by award winning Jason Lee, proprietor Heritage Motorcar Research (HMR) in St. Petersburg, FL. Less than 5K miles since down to the frame rebuild, including blueprinting the engine. Mechanical upgrades to match the best of the best Porsche technology today. Many parts from factory 968 Turbo that are now unobtainable, others professionally engineered and custom CNC fabricated including radiator, Exhaust, Turbo.16V head. Motec M400 ECU with digital dash display and adjustable boost allowing HP to be set between 350 and 525. Big red calipers on front, all calipers red.

Featured in the June 2012 (Part 1) and August 2012 (Part 2), 9 Magazine; described by the magazine editor as the most well balanced and awesome street legal Porsche in his experience. A PDF of the two ""9 Magazine"" articles featuring this Porsche 968 HMR Turbo at https://goo.gl/MNeK2K

Six years for restoration/renovation, completed in 2012, nothing overlooked. All records available. The navy blue interior is original, except for the $4K professionally installed audio system, original radio included not-installed with purchase if desired. Less than 5K miles since upgrades.  I purchased the 1993 Porsche 968 from Brumos in Jacksonville FL in 1994. Always garaged, and professionally maintained. Looks brand new.

Also listed at ClassicCars
		"
"08-04-2017, 12:53 PM",Private Party,0,, 2014,Porsche,Cayman,29950,Used, $50000, Rhodium Silver,WP0AB2A87EK192835,,, Coupe,Auto, PDK,2WD, Cayman S,https://rennlist.com/forums/showthread.php?t=1003072,2014 Cayman S - MINT!,"Asking $50,000 or best offer - low price, please do not lowball. Immaculate inside and out - looks,drives,  smells and sounds brand new. Weekend car located in Foothill Ranch, CA.

Transferable CPO Warranty until 2020
Rhodium Silver Metallic
Premium Pkg with Power Seats
7 Speed PDK Transmission
Infotainment Package w/ BOSE
Bi Xenon Headlights w/ PDLS
Power Sport Seats w/ Memory Pkg
Sportdesign Steering Wheel
Power Steering Plus
20 inch Carrerra S Wheels
Wheels painted black
Smoking Pkg (Never smoked in)
Park Assist (Front &amp; Rear)

		"
"12-14-2016, 01:57 PM",Private Party,0,, 2010,Porsche,911,36900,Used, $105000, GT Silver,,The Republic,, Coupe,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=966844,2010 997.2 GT3 Dallas TX area,"Selling my 2010 GT3 in GT silver or black full leather.  132K sticker car with full black leather, sound package plus, xenon headlights, bluetooth, sport chrono plus, XM radio, adaptive sports seats, PCM 3.0, rear console in leather, silver seat belts, black 19"" GT3 centerlock wheels.

Also has full clear bra on the front end and center muffler delete.

Clean over rev report and PPI, clean CARFAX, title in hand. No dents, scratches, curbed wheels, damage etc great overall condition.  Good tread Cup 2 tires. Price is $105,000 OBO.

PM me with any questions or for more pics.
		"
"08-30-2017, 05:00 PM",Private Party,0,, 2003,Porsche,911,116000,Used, $18000, Arctic Silver,,,, Cabriolet,Manual, Manual - 6 speed,2WD, 996,https://rennlist.com/forums/showthread.php?t=1023000,2003 911 Cabriolet,"2003 Porsche 996 911 Convertible
6 Speed Manual
116000 miles
Invested over $4000 in IMN and new clutch by top Porsche indy within last year 
Car is arctic silver, black leather and black top.
Body is near perfect. No dings, etc.  Hood has been repainted. 
I am looking for $18000















Driver's leather shows light wear, but otherwise interior is perfect. 
Brand new Continental 18"" on flawless rims
Windscreen and Hardtop included
No leaks. AC nice and cold. 
Factory original non-Bose stereo.
		"
"08-04-2017, 07:03 PM",Dealer Inventory,1,"9-7-2017, 21:0", 1996,Porsche,911,49820,Used, $94993, Iris Blue,WP0AA2993TS322154,Houston Tx.,, Coupe,Manual, Manual - 6 speed,4WD, 993,https://rennlist.com/forums/showthread.php?t=1003148,1996 993 911 C4S,"Hey guys, we just acquired this beautiful 1996 993 911 C4S in Iris Blue over Marble Grey Leather.

This 4 owner 49,820 mile car has a clean Carfax with no accidents or paint work reported. 
There is an obvious discrepancy of mileage done by an inspection station but we are currently having that corrected.
https://www.carfax.com/VehicleHistor...&amp;partner=DON_0

Anyone that knows the PO of this car can attest to the meticulous care and pride that he showed for this and all of his cars. 

The car has been fully serviced down to the last detail. 

The PO, known for making a few personal and tasteful modifications added these details during his ownership.

*Leather 996 Steering Wheel
*Fister III Mufflers
*Wide Oval Muffler Tips
*Sport Seat Backs Painted in Exterior Color
*Aluminum Door Sills
*Aluminum Gauges w Round Vessels
*Aluminum Key Ring
*Split Grill
*Yellow Calipers
*Yellow Engine Fan
*Yellow Seat Belts
*Yellow S Emblem on Deck Lid
*Yellow S Center Caps
*Aluminum Shifter
*Aluminum Brake Handle
*Turbo S Air Ducts
*Gemballa Wheels
*Clear Corner Signal Lights
*Aluminum Pedals

Asking $94,993

Please feel free to PM, call, text or email with any inquiries..

  John

























































		"
"01-13-2017, 05:13 PM",Dealer Inventory,0,, 2016,Porsche,Panamera,7085,Used, $106900, white,WP0AF2A79GL080627,Edison,NJ, Speedster,Auto, PDK,4WD,,https://rennlist.com/forums/showthread.php?t=970799,2016 CPO Porsche Panamera GTS,"I have an immaculate 2016 Porsche Panamera GTS. This is the last year Porsche produced a naturally aspirated Panamera. It is a white exterior with a GTS interior, and high gloss black wheels. We just had it certified and professionally detailed. The original in date service is November 02, 2015. You will have warranty for 6 years/100k miles, whichever comes first, from the original in service date. 
Financing/leasing options available on our CPO vehicles through PFS.
Please feel free to shoot me a text or email me at your convenience with any further questions.


Original MSRP: $126,645
ON SALE: $108,990
		"
"08-30-2017, 02:34 PM",Private Party,0,, 2005,Porsche,,16020,Used, $97500, Arctic Silver,,,, Coupe,Manual, Manual - 6 speed,2WD, GT3,https://rennlist.com/forums/showthread.php?t=1022965,2005 996 GT3 for sale,"2005 996 GT3. Excellent cond. Original. No track, over-revs, rain, snow or smoke. No accidents. No paintwork. Stored winters. PCCBs. Both sets of seats. Red gauges/belts. Deviated stitching. Carbon sills with logo. Carbon outside mirrors. Bi Xenon. COA/window sticker. Books, records, manuals. Meticulously maintained by 45 yr PCA member. Many extras. Ready for your collection or visceral weekend drives.
		"
"08-13-2017, 06:44 PM",Private Party,0,, 2003,Porsche,911,33947,Used, $32000, Arctic Silver,WP0AA29983S621624,Grand Rapids,MI, Coupe,Manual, Manual - 6 speed,2WD, 996,https://rennlist.com/forums/showthread.php?t=1009042,Clean low mile 2003 911 C2,"2003 Arctic Silver/Black 911 C2

Clean, low mile (33,947), LN IMS/RMS fix. Perfect enthusiast combo: Porsche M030 sport suspension, heated sport seats and FisterD sport exhaust, x-pipe sport catalytics. Newer Potenza RE-11 performance tires. No winters. Climate controlled garage. Just serviced: oil change, brake fluid flush, brake pads x4 (OEM).

Other: Matching silver bezels on instrument cluster, Hella smoked side blinker/markers (replaced amber), GT3 Cup Spoiler lip, Cup Aerokit II side skirts, clear bra (hood, above windshield, headlights, grill, splash (x4), Aero side skirts, side mirrors) since purchase, chrome exhaust tips (match instrument cluster design).

Bill Rudtner from Rudtner Racing/South Shore Performance: ""we did IMS with LN Engineering fix, RMS and a magnetic drain plug, extremely clean 996"". 
Service Manager at South Shore Porsche: ""beautiful, spotless, not a drip of oil anywhere, best 996 seen in a decade, passed every item on CPO list"".

Call Paul any time: (248) 431.4444
		"
"08-31-2017, 03:50 PM",Dealer Inventory,0,, 1977,Porsche,,100000,Used, $0, any,,Riviera Beach,FL, Coupe,Manual, Manual - 4 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1023124,Wanted to Buy: 1978-1989 930 Turbo,"We're looking to buy a 1978-1989 930/911 Turbo in any condition, even if it is in pieces, as long as the complete car is there.  Miles don't matter, nor does color.  We're using it as the basis for a project.

We might consider a wide body non turbo.

Please PM if you have one or know of one for sale.

Thanks!
		"
"07-02-2017, 02:53 AM",Private Party,0,, 2016,Porsche,,5000,Used, $110000, Agate Grey,,Scottsdale,AZ, Coupe,Manual, Manual - 4 speed,2WD,,https://rennlist.com/forums/showthread.php?t=997751,WTB: Agate Grey / Black GT4,"Extending my Porsche search out to Agate Grey OR Black Cayman GT4. Bucket seats almost a must. Private party preferred --- please PM me if you have one to sell!
		"
"06-22-2017, 12:40 AM",Private Party,0,, 2014,Porsche,911,8300,Used, $139999, Silver,WP0AD2A90ES168007,,, Coupe,Auto, PDK,4WD,,https://rennlist.com/forums/showthread.php?t=996196,2014 Porsche 911 Turbo S,"2014 Porsche 911 Turbo S

PERFECT CONDITION 2014 911 TURBO S. YOU WILL NOT FIND A CLEANER TURBO S! CLEAR BRA, SHARKWORKS EXHAUST CATBACK, HIGH FLOW AIR FILTER, TINTED WHINSHIELD AND SIDE WINDOWS, CLEAR REAR LIGHTS AND SIDE MARKERS, AND GENUINE PORSCHE CAR COVER. ONLY 8,300 MILES CALL JERRY WITH QUESTIONS AT 586 530 3933

ALL STOCK PARTS COME WITH THE CAR.
TITEL IN HAND SERIOUS OFFERS ONLY

The in-service date is 7-12-14, and the factory warranty will expire on 7-12-18 or at 50,000 miles. The Certified Pre-Owned warranty will take effect on 7-12-18 and expire on 7-12-20.


ASKING 139,999.00


WP0AD2A90ES168007
Price:
$189,410.00
Exterior:
Rhodium Silver Metallic
Interior:
Leather Interior in Black

Additional Equipment


Porsche Doppelkupplung (PDK)

Seat heating (front)(cooling)

Steering wheel heating

20"" 911 Turbo Wheels

Wheel center caps with colored Porsche Crest

Seat Ventilation (Front)

Porsche Entry &amp; Drive

Light Design Package

ParkAssist (Front and Rear) incl. Reversing Camera

Electric slide/tilt sunroof

Power Steering Plus

6-Disc CD/DVD Changer

Power folding side mirrors

Leather interior in Black

Rhodium Silver Metallic

Heated Multifunction Steering Wheel in Carbon Fiber

Porsche Crest on headrests

Clear Glass Taillights

JERRY 586 530 3933
		"
"08-30-2017, 08:37 AM",Private Party,0,, 2019,Porsche,,1,Used, $1, White,,,, Coupe,Manual, Manual - 4 speed,2WD, Race Cars,https://rennlist.com/forums/showthread.php?t=1022920,WTB 2015 or 16 Porsche 991.1 GT3 Cup Car,"Looking for a high quality if not new 991.1 GT3 Cup Car. Please email with any available cars. Thank you
		"
"08-31-2017, 03:44 PM",Dealer Inventory,0,, 1992,Porsche,,100000,Used, $0, any,,Riviera Beach,FL, Coupe,Manual, Manual - 4 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1023121,WTB:  964 coupe,"We're looking to buy a 964 coupe, sunroof delete car.  Open to color and miles.  One of the 1992 Carrera cup cars that is still in street trim will work.

Please PM if you have one or know of one for sale.

Thanks!
		"
"07-14-2017, 10:52 AM",Private Party,0,, 2013,Porsche,911,19250,Used, $74900, Racing Yellow,,Tampa,FL, Coupe,Auto, PDK,2WD,,https://rennlist.com/forums/showthread.php?t=999631,"FS: 2013 Carrera S Racing Yellow, CPO, 19K Miles","I'm the second owner, I bought the car back in 2014 as a CPO from The Collection in Miami. CPO is good till 07/2018 or 100K miles. Car is super clean, well maintained and always garaged. Tires are almost brand new Pirelli P-Zeros. Just had the annual service done. Has a clear bra on the hood and bumper (by Auto Paint Guard - best in the area). After I bought the car I replaced the Carrera Classic wheels with set of OEM Carrera S wheels. Also has RSS Spacers and clear side markers.

- 911 Carrera S- Racing Yellow
- Black leather interior
- Power Sport Seats (14-way)
- Bose Audio Package
- Premium Package w 14-way seats
- Ornamental Porsche Crest- PASM Sport Suspension
- Porsche Doppelkupplung (PDK)
- Automatically dimming mirrors
- Power Sport seats (right &amp; left)
- Seat heating (front)- 20 Inch Carrera S Wheels
- Wheel caps color Porsche Crest
- Smoking Package
- Bi-Xenon Headlights with PDLS
- Park assist (front and rear)
- Sport Chrono Package
- Sunroof- HD Radio- 6 disc CD/DVD changer
- Multi-function steering wheel- Model designation 911
- Exclusive Option - Seat belts in Racing Yellow

Please, serious buyers only. No trades. PM me with your phone number if you're interested and I will call/text you back.
		"
"07-26-2017, 08:03 PM",Private Party,0,, 2017,Porsche,911,550,Used, $135500, GT Silver,WP0CB2A99HS156120,Mt Pleasant SC,, Coupe,Auto, PDK,2WD,,https://rennlist.com/forums/showthread.php?t=1001701,LNIB 2017 GTS Vert,"Purchased May 1st 2017 and currently has 500 miles (a few more by time of sale).  Since purchasing it I had the clear side markers installed, ceramic tint, and had the side skirts, front valance, and rear tray color-matched.

The car is mint in every way possible and is well specced. Beautiful GT Silver with red top combination. You'd be getting what is basically a brand new car at a significant discount. I'm selling because I have a new vehicle being delivered in a few weeks.

Clear title and the car is located in Charleston SC.

Thanks

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190349d1501197914-lnib-2017-gts-vert-dsc04106_zpspi51eat7.jpg"" border=""0"" alt=""Name:  DSC04106_zpspi51eat7.jpg
Views: 2798
Size:  3.97 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190350d1501197914-lnib-2017-gts-vert-dsc04108_zpssromzczh.jpg"" border=""0"" alt=""Name:  DSC04108_zpssromzczh.jpg
Views: 2726
Size:  3.91 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190351d1501197914-lnib-2017-gts-vert-dsc04109_zpsuhw8tr9j.jpg"" border=""0"" alt=""Name:  DSC04109_zpsuhw8tr9j.jpg
Views: 2713
Size:  3.88 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190352d1501197914-lnib-2017-gts-vert-dsc04113_zpsf89nksd3.jpg"" border=""0"" alt=""Name:  DSC04113_zpsf89nksd3.jpg
Views: 2707
Size:  3.90 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190353d1501197914-lnib-2017-gts-vert-dsc04117_zpsplslasqj.jpg"" border=""0"" alt=""Name:  DSC04117_zpsplslasqj.jpg
Views: 2697
Size:  3.89 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190354d1501197914-lnib-2017-gts-vert-dsc04118_zpsrtlcl0ql.jpg"" border=""0"" alt=""Name:  DSC04118_zpsrtlcl0ql.jpg
Views: 2638
Size:  3.77 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190355d1501197914-lnib-2017-gts-vert-dsc04120_zpsoxlwkbzn.jpg"" border=""0"" alt=""Name:  DSC04120_zpsoxlwkbzn.jpg
Views: 2561
Size:  3.86 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190356d1501197914-lnib-2017-gts-vert-dsc04123_zpsbszbx0r8.jpg"" border=""0"" alt=""Name:  DSC04123_zpsbszbx0r8.jpg
Views: 2535
Size:  3.86 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190357d1501197914-lnib-2017-gts-vert-dsc04129_zpsqvtuyiku.jpg"" border=""0"" alt=""Name:  DSC04129_zpsqvtuyiku.jpg
Views: 2514
Size:  3.95 MB"" style=""margin: 2px"" class=""post_inline_image"">

<a href=""https://rennlist.com/forums/attachment.php?attachmentid=1190358&amp;d=1501197914"" target=""_blank"" title=""Name:  DSC04129_zpsqvtuyiku.jpg
Views: 2514
Size:  3.95 MB"">Attachment 1190358

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190359d1501197914-lnib-2017-gts-vert-dsc04141_zps9m49jdcn.jpg"" border=""0"" alt=""Name:  DSC04141_zps9m49jdcn.jpg
Views: 2489
Size:  3.87 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190360d1501197914-lnib-2017-gts-vert-dsc04142_zpsld7bzkbe.jpg"" border=""0"" alt=""Name:  DSC04142_zpsld7bzkbe.jpg
Views: 2472
Size:  3.84 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190361d1501197914-lnib-2017-gts-vert-dsc04145_zpskvwdlb2i.jpg"" border=""0"" alt=""Name:  DSC04145_zpskvwdlb2i.jpg
Views: 2462
Size:  3.67 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190362d1501197914-lnib-2017-gts-vert-dsc04146_zps86vtt0ve.jpg"" border=""0"" alt=""Name:  DSC04146_zps86vtt0ve.jpg
Views: 2389
Size:  3.59 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190363d1501197914-lnib-2017-gts-vert-dsc04147_zpsejgvs73e.jpg"" border=""0"" alt=""Name:  DSC04147_zpsejgvs73e.jpg
Views: 2387
Size:  3.51 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190364d1501197914-lnib-2017-gts-vert-dsc04148_zps4tmlo6lt.jpg"" border=""0"" alt=""Name:  DSC04148_zps4tmlo6lt.jpg
Views: 2373
Size:  3.71 MB"" style=""margin: 2px"" class=""post_inline_image"">

<img src=""https://rennlist.com/forums/attachments/vehicle-marketplace/1190365d1501197914-lnib-2017-gts-vert-a25ed310-359a-4a0a-9b23-a3c6558fb711_zpstjx7kmzc.png"" border=""0"" alt=""Name:  A25ED310-359A-4A0A-9B23-A3C6558FB711_zpstjx7kmzc.png
Views: 2149
Size:  181.8 KB"" style=""margin: 2px"" class=""post_inline_image"">
		"
"09-01-2017, 09:01 PM",Private Party,0,, 2007,Porsche,,1111,Used, $1111, open,,Oh-Hi-Oh,, Coupe,Manual, Manual - 6 speed,4WD, 911,https://rennlist.com/forums/showthread.php?t=1023319,WTB: 2007/2008 997 C4S,"Starting search for 6spd, proof of well maintained, non tracked, stock C4S. Closer to dead stock the better. Low miles. Closer to Ohio the better but not a priority. Colors are secondary if it is the right car but black is not a preference. Thanks and you can PM me. Larry
		"
"08-23-2017, 10:34 AM",Private Party,0,, 2011,Porsche,,35000,Used, $70000, Any,,,, Coupe,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1016582,"WTB: 997.2 ""GTS"" ""GTS4"" or ""C4S"" with 6MT","I am looking for 997.2 ""GTS"" ""GTS4"" or ""C4S"" with 6MT ONLY.

Any color is OK

I don't care options, but prefer full leather option.

Not necessarily excellent condition, but good condition car for price range around $60K to 70K. (If C4S, should be slightly lower price)

Mileage below 35,000 preferably.

I found good one on Autotrader below, does anyone know that car?
Is is overpriced???

https://www.autotrader.com/cars-for-...modelCode1=911

Excuse for my poor English, I am Japanese came to US 3 years ago.




I had 993 C4S in Japan 
		"
"08-27-2017, 10:56 AM",Private Party,0,, 2013,Porsche,Cayenne,69500,Used, $48000, Black,,,, Coupe,Auto, Tiptronic,2WD, Cayenne,https://rennlist.com/forums/showthread.php?t=1021262,Porsche Cayenne GTS / LOADED 2013 V8,"http://www.ebay.com/itm/112540463409...84.m1558.l2649
		"
"09-02-2017, 01:17 AM",Private Party,0,, 2016,Porsche,,10000,Used, $105000," black, carmine red",,,, Coupe,Manual, Manual - 6 speed,2WD, Cayman GT4,https://rennlist.com/forums/showthread.php?t=1023428,WTB Cayman GT4,"Looking to buy Black or Carmine Red Cayman GT4.  Must have options include 18 way adaptive seats and full leather.  Prefer sating black wheels, PCM and Sport Chrono.  Please feel free to e-mail or message me with any leads.

Thanks
		"
